"날짜","출발지","도착지","일별이동횟수","유형","타입","수량"
"20110719","4116327","4142959",1,"N11","직송",192
"20110719","4116327","4143892",1,"N11","직송",200
"20110719","4159481","4066981",1,"N11","직송",176
"20110720","4024790","4099620",1,"N11","직송",256
"20110720","4027684","4021144",1,"N11","직송",180
"20110720","4042492","4117505",1,"N11","직송",256
"20110722","4113931","4071814",1,"N11","직송",50
"20110722","4113931","4127789",1,"N11","직송",50
"20110722","4116327","4009587",1,"N11","직송",128
"20110722","4116327","4089473",1,"N11","직송",180
"20110722","4116327","4107443",1,"N11","직송",128
"20110905","4060260","4119917",1,"N11","직송",30
"20110905","4066297","4090293",1,"N11","직송",192
"20110905","4066297","4091288",1,"N11","직송",256
"20110905","4091014","4113931",1,"N11","직송",11
"20110905","4143892","4091288",1,"N11","직송",5
"20111017","4042492","4117505",1,"N11","직송",256
"20111017","4161415","4090570",1,"N11","직송",150
"20111020","4116327","4138376",1,"N11","직송",160
"20111024","4116327","4066981",1,"N11","직송",192
"20111025","4024790","4048903",1,"N11","직송",440
"20111025","4027684","4016510",1,"N11","직송",180
"20111025","4027684","4092309",1,"N11","직송",240
"20111025","4042492","4117505",1,"N11","직송",256
"20111025","4066297","4112318",1,"N11","직송",256
"20111028","4027684","4038218",1,"N11","직송",360
"20111028","4042492","4117505",1,"N11","직송",256
"20111202","4024790","4048903",1,"N11","직송",440
"20111202","4027684","4016510",1,"N11","직송",180
"20111213","4066297","4065363",1,"N11","직송",200
"20111213","4088935","4115990",1,"N11","직송",256
"20111213","4116327","4106422",1,"N11","직송",192
"20111206","4066297","4149484",1,"N11","직송",256
"20111207","4024790","4048903",1,"N11","직송",440
"20111207","4027684","4016510",1,"N11","직송",180
"20111207","4143426","4033592",1,"N11","직송",2
"20111214","5082584","4050014",1,"N11","직송",240
"20111214","4142683","4117505",1,"N11","직송",18
"20111215","4042492","4117505",1,"N11","직송",256
"20111215","4088935","4115990",1,"N11","직송",256
"20111222","4088935","4115990",1,"N11","직송",256
"20111222","4116327","4117446",1,"N11","직송",384
"20111227","4116327","4026542",1,"N11","직송",192
"20120203","4116327","4002745",1,"N11","직송",192
"20120203","4116327","4039234",1,"N11","직송",192
"20120204","4066297","4021381",1,"N11","직송",256
"20120204","4116327","4113830",1,"N11","직송",192
"20120208","4088935","4115990",1,"N11","직송",256
"20120208","4142683","4163629",1,"N11","직송",18
"20120211","4116327","4113830",1,"N11","직송",192
"20120211","5082584","4050014",1,"N11","직송",206
"20120215","4143426","4033592",1,"N11","직송",3
"20120215","4066297","4021381",1,"N11","직송",200
"20120401","4160768","4160769",1,"N11","직송",30
"20120529","4056078","4156113",1,"N11","직송",10
"20120529","4081605","4176736",1,"N11","직송",64
"20120530","4024790","4033757",1,"N11","직송",192
"20120611","4024790","4046384",1,"N11","직송",204
"20120619","4116327","4145392",1,"N11","직송",192
"20120620","4024790","4051728",1,"N11","직송",256
"20120620","4024790","4137879",1,"N11","직송",192
"20120620","4037824","4153135",1,"N11","직송",28
"20120620","4042492","4117505",1,"N11","직송",256
"20120620","4066037","4152592",1,"N11","직송",16
"20120620","4066297","4035169",1,"N11","직송",256
"20120620","4066297","4081605",1,"N11","직송",192
"20120623","4027684","4026333",1,"N11","직송",240
"20120623","4027684","4065259",1,"N11","직송",180
"20120624","4067257","4130340",1,"N11","직송",122
"20120803","4024790","4081605",1,"N11","직송",192
"20120803","4066297","4024336",1,"N11","직송",512
"20120803","4116327","4016292",1,"N11","직송",192
"20120808","4024790","4069349",1,"N11","직송",256
"20120808","4024790","4094216",1,"N11","직송",256
"20120808","4024790","4163629",1,"N11","직송",192
"20120808","4066297","4027091",1,"N11","직송",200
"20120811","4027684","4168220",1,"N11","직송",180
"20120811","4116327","4099752",1,"N11","직송",192
"20120812","4013146","4103787",1,"N11","직송",4
"20120816","4027684","4038218",1,"N11","직송",540
"20120816","4116327","4038967",1,"N11","직송",192
"20120816","4116327","4055335",1,"N11","직송",256
"20120816","4116327","4142959",1,"N11","직송",192
"20120816","4151935","4138751",1,"N11","직송",8
"20121006","4116327","4142959",1,"N11","직송",192
"20121008","4023086","4151199",1,"N11","직송",7
"20121010","4099862","4046351",1,"N11","직송",3
"20121011","4027684","4016510",1,"N11","직송",180
"20121030","4116327","4039234",1,"N11","직송",192
"20130101","4074448","4124544",1,"N11","직송",48
"20130117","4116327","4153269",1,"N11","직송",192
"20130117","4116327","4174888",1,"N11","직송",192
"20130118","4024790","4091288",1,"N11","직송",192
"20130201","4099862","4018529",1,"N11","직송",40
"20130216","4042492","4117830",1,"N11","직송",192
"20130319","4027684","4055708",1,"N11","직송",180
"20130319","4116327","4015383",1,"N11","직송",192
"20130320","4066297","4191678",1,"N11","직송",256
"20130304","4116327","4066981",1,"N11","직송",192
"20130323","5082584","4024336",1,"N11","직송",240
"20130325","4024790","4027091",1,"N11","직송",192
"20130301","4142683","4147549",1,"N11","직송",16
"20130226","4024790","4005858",1,"N11","직송",256
"20130226","4024790","4065354",1,"N11","직송",288
"20110908","4024790","4114342",1,"N11","직송",200
"20110908","4027684","4002732",1,"N11","직송",180
"20110908","4094187","4163331",1,"N11","직송",11
"20110908","4099435","4144545",1,"N11","직송",7
"20110908","4116327","4113830",1,"N11","직송",192
"20110908","4116327","4146591",1,"N11","직송",192
"20110916","4116327","4162123",1,"N11","직송",192
"20110920","4066297","4048903",1,"N11","직송",240
"20110920","4088935","4115990",1,"N11","직송",256
"20111031","4081404","4035734",1,"N11","직송",80
"20111101","4042492","4075757",1,"N11","직송",180
"20111101","4066297","4091288",1,"N11","직송",256
"20111101","4066623","4056078",1,"N11","직송",36
"20111101","4073228","4053071",1,"N11","직송",21
"20111101","4088935","4089035",1,"N11","직송",256
"20111116","4142683","4117104",1,"N11","직송",16
"20111104","4027684","4016510",1,"N11","직송",180
"20111108","4088935","4051426",1,"N11","직송",256
"20111108","4116327","4038967",1,"N11","직송",192
"20111108","4116327","4066981",1,"N11","직송",160
"20111108","4116327","4142959",1,"N11","직송",576
"20111108","4066297","4056322",1,"N11","직송",204
"20111108","4066297","4081605",1,"N11","직송",204
"20111109","4024790","4048903",1,"N11","직송",440
"20111111","4116327","4113830",1,"N11","직송",192
"20111111","4116327","4142959",1,"N11","직송",192
"20111112","4027684","4108579",1,"N11","직송",180
"20111229","4116327","4148688",1,"N11","직송",192
"20111229","4135298","4118336",1,"N11","직송",30
"20120220","4116327","4117446",1,"N11","직송",384
"20120222","4142683","4117505",1,"N11","직송",18
"20120223","4024790","4048903",1,"N11","직송",752
"20120223","4067662","4089327",1,"N11","직송",2
"20120223","4078625","4110752",1,"N11","직송",10
"20120227","4024790","4116643",1,"N11","직송",200
"20120227","4111572","4016300",1,"N11","직송",30
"20120227","4116327","4097091",1,"N11","직송",256
"20120227","4143426","4033592",1,"N11","직송",3
"20120403","4027684","4038218",1,"N11","직송",180
"20120403","4027684","4107683",1,"N11","직송",240
"20120403","4066297","4137879",1,"N11","직송",192
"20120407","4116327","4016292",1,"N11","직송",192
"20120412","4024790","4081605",1,"N11","직송",192
"20120412","4116327","4089473",1,"N11","직송",192
"20120416","4116327","4179440",1,"N11","직송",384
"20120416","5082584","4050014",1,"N11","직송",240
"20120423","4027684","4016510",1,"N11","직송",360
"20120423","4116327","4039234",1,"N11","직송",192
"20120426","4066297","4005436",1,"N11","직송",200
"20120430","4116327","4171230",1,"N11","직송",192
"20120430","4143426","4033592",1,"N11","직송",4
"20120506","4099862","4158063",1,"N11","직송",18
"20120507","4024790","4048903",1,"N11","직송",480
"20120507","4027684","4017207",1,"N11","직송",180
"20120627","5082584","4050014",1,"N11","직송",231
"20120627","4066297","4048903",1,"N11","직송",256
"20120628","4027684","4016510",1,"N11","직송",180
"20120628","4069893","4056306",1,"N11","직송",150
"20120628","4082771","4048071",1,"N11","직송",14
"20120628","4110248","4015506",1,"N11","직송",35
"20120628","4116327","4066981",1,"N11","직송",192
"20120828","4072617","4097568",1,"N11","직송",160
"20120822","4008774","4099862",1,"N11","직송",1
"20120822","4024790","4081605",1,"N11","직송",192
"20120822","4027684","4095849",1,"N11","직송",180
"20120825","4024790","4048903",1,"N11","직송",960
"20120825","4027684","4035442",1,"N11","직송",180
"20120825","4114542","4129522",1,"N11","직송",7
"20120825","4156667","4053071",1,"N11","직송",8
"20120713","4024790","4081605",1,"N11","직송",192
"20120713","4027684","4038218",1,"N11","직송",360
"20120713","4042492","4038975",1,"N11","직송",192
"20120713","4073228","4053071",1,"N11","직송",5
"20120901","4148387","4166546",1,"N11","직송",30
"20121025","4024790","4048903",1,"N11","직송",240
"20121025","4111572","4122344",1,"N11","직송",70
"20121025","4116327","4119081",1,"N11","직송",192
"20121030","4132530","4143426",1,"N11","직송",3
"20121031","4014139","4071611",1,"N11","직송",8
"20130114","4116327","4095849",1,"N11","직송",160
"20130114","4152123","4058822",1,"N11","직송",1
"20130115","4027684","4168220",1,"N11","직송",180
"20130205","5082584","4050014",1,"N11","직송",240
"20130206","4024790","4081605",1,"N11","직송",192
"20130206","4024790","4088934",1,"N11","직송",192
"20130219","4066297","4151935",1,"N11","직송",192
"20130220","4042492","4083748",1,"N11","직송",192
"20130321","4116327","4111139",1,"N11","직송",192
"20130321","4116327","4165381",1,"N11","직송",192
"20130322","4027684","4111661",1,"N11","직송",180
"20130305","4115287","4117104",1,"N11","직송",10
"20130305","4116327","4166048",1,"N11","직송",192
"20130305","5082584","4024336",1,"N11","직송",223
"20130222","4024790","4024336",1,"N11","직송",192
"20130222","4027684","4005316",1,"N11","직송",180
"20130306","4116327","4151066",1,"N11","직송",192
"20130226","4027684","4169907",1,"N11","직송",180
"20110802","4042492","4117505",1,"N11","직송",256
"20110802","4066297","4037246",1,"N11","직송",256
"20110802","4066297","4091288",1,"N11","직송",200
"20110802","4066297","4163629",1,"N11","직송",256
"20110802","4088935","4115990",1,"N11","직송",256
"20110802","4116327","4113830",1,"N11","직송",192
"20110805","4116327","4039234",1,"N11","직송",192
"20110805","4116327","4138265",1,"N11","직송",180
"20110805","5082584","4050014",1,"N11","직송",236
"20110923","4116327","4117446",1,"N11","직송",192
"20110927","5082584","4050014",1,"N11","직송",222
"20110928","4024790","4097834",1,"N11","직송",288
"20110712","4088935","4115990",1,"N11","직송",256
"20110712","4098645","4012047",1,"N11","직송",4
"20110712","4116327","4044541",1,"N11","직송",256
"20110712","4116327","4117446",1,"N11","직송",576
"20110712","4116327","4127857",1,"N11","직송",256
"20110713","4024790","4048903",1,"N11","직송",720
"20111117","4024790","4157758",1,"N11","직송",256
"20111120","4143802","4121292",1,"N11","직송",180
"20111121","4027684","4055719",1,"N11","직송",180
"20111121","4027684","4109517",1,"N11","직송",180
"20111121","4027684","4149494",1,"N11","직송",180
"20111123","4142683","4163629",1,"N11","직송",18
"20111124","4024790","4048903",1,"N11","직송",440
"20111128","4027684","4109517",1,"N11","직송",180
"20111128","4116327","4039234",1,"N11","직송",576
"20111128","4154119","4091017",1,"N11","직송",256
"20111128","4170101","4060442",1,"N11","직송",1
"20120105","4042492","4117505",1,"N11","직송",256
"20120105","4091014","4099435",1,"N11","직송",3
"20120105","4116327","4142959",1,"N11","직송",192
"20120109","4039582","4032179",1,"N11","직송",16
"20120109","4091014","4097453",1,"N11","직송",15
"20120109","4096534","4005698",1,"N12","직송",1
"20120109","4099435","4022342",1,"N11","직송",16
"20120109","4116327","4066981",1,"N11","직송",192
"20120109","4116327","4110148",1,"N12","직송",192
"20120112","4039582","4032179",1,"N11","직송",16
"20120112","4096534","4005698",1,"N11","직송",19
"20120131","4024790","4124797",1,"N11","직송",204
"20120131","4066297","4048073",1,"N11","직송",200
"20120303","4024790","4048903",1,"N11","직송",690
"20120303","4116327","4117446",1,"N11","직송",352
"20120307","4114945","4084822",1,"N11","직송",238
"20120307","4142683","4149484",1,"N11","직송",16
"20120310","4116327","4108810",1,"N11","직송",192
"20120310","4066297","4021381",1,"N11","직송",192
"20120312","4024790","4081605",1,"N11","직송",192
"20120312","4066297","4098578",1,"N11","직송",200
"20120315","4027684","4023701",1,"N11","직송",180
"20120502","4008774","4099862",1,"N11","직송",8
"20120524","4066297","4130340",1,"N11","직송",200
"20120524","4116327","4101128",1,"N11","직송",160
"20120702","4008774","4099862",1,"N11","직송",2
"20120705","4024790","4048071",1,"N11","직송",192
"20120705","4116327","4173252",1,"N11","직송",192
"20120705","4142683","4163629",1,"N11","직송",18
"20120705","4158791","4099862",1,"N11","직송",4
"20120710","4024790","4033595",1,"N11","직송",256
"20120717","4143802","4158398",1,"N11","직송",10
"20120721","4047664","4045252",1,"N11","직송",16
"20120721","4158791","4099862",1,"N11","직송",1
"20120731","4024790","4107018",1,"N11","직송",256
"20120905","4042492","4117830",1,"N11","직송",192
"20120905","4099862","4008774",1,"N11","직송",10
"20120905","4156667","4053071",1,"N11","직송",3
"20120910","4042492","4163629",1,"N11","직송",384
"20120910","4066297","4149484",1,"N11","직송",192
"20130131","4116327","4166048",1,"N12","직송",192
"20130131","4142683","4151813",1,"N11","직송",16
"20130212","4024790","4034945",1,"N11","직송",192
"20130212","4024790","4081605",1,"N11","직송",192
"20130108","4024790","4166893",1,"N11","직송",192
"20130108","4042492","4137895",1,"N11","직송",192
"20130225","4042492","4057097",1,"N11","직송",192
"20130422","4042492","4048071",1,"N11","직송",192
"20130330","4142683","4117505",1,"N11","직송",16
"20130422","4116327","4002745",1,"N11","직송",192
"20130423","4027684","4101128",1,"N11","직송",180
"20130404","4116327","4035424",1,"N11","직송",192
"20130404","5082584","4024336",1,"N11","직송",223
"20110817","4024790","4090801",1,"N11","직송",204
"20110817","4027684","4127419",1,"N11","직송",120
"20110820","4066297","4037246",1,"N11","직송",200
"20110820","4116327","4026542",1,"N11","직송",192
"20110820","4116327","4117446",1,"N11","직송",384
"20110820","4122451","4012047",1,"N11","직송",50
"20110826","4027684","4132596",1,"N11","직송",180
"20110826","4066297","4065363",1,"N11","직송",192
"20110829","4116327","4113830",1,"N11","직송",384
"20110830","4027684","4016510",1,"N11","직송",360
"20110830","4027684","4026980",1,"N11","직송",180
"20110831","4160802","4118469",1,"N11","직송",7
"20111006","4067381","4007757",1,"N11","직송",2
"20111010","4066297","4008937",1,"N11","직송",200
"20111025","4066297","4149484",2,"N11","직송",512
"20111014","4024790","4128537",1,"N11","직송",200
"20111014","4088935","4066767",1,"N11","직송",256
"20111130","4116327","4039234",1,"N11","직송",384
"20111201","4102219","4075735",1,"N11","직송",23
"20120116","4066297","4071606",1,"N11","직송",240
"20120116","4091014","4032179",1,"N11","직송",16
"20120119","4010462","4038975",1,"N11","직송",192
"20120119","4015504","4008768",1,"N11","직송",14
"20120119","4027684","4016510",1,"N11","직송",360
"20120119","4066297","4048903",1,"N11","직송",192
"20120121","5082584","4050014",1,"N11","직송",180
"20120127","4116327","4039234",1,"N11","직송",192
"20120127","4154382","4159956",1,"N11","직송",4
"20120128","4024790","4048903",1,"N11","직송",720
"20120128","4027684","4016510",1,"N11","직송",180
"20120204","4143429","4163721",1,"N11","직송",50
"20120317","4027684","4038218",1,"N11","직송",360
"20120321","4116327","4039234",1,"N11","직송",384
"20120326","4024790","4081605",1,"N11","직송",192
"20120326","4084452","4014166",1,"N11","직송",4
"20120329","4024790","4090374",1,"N11","직송",192
"20120329","4066297","4042104",1,"N11","직송",200
"20120510","4024790","4117505",1,"N11","직송",256
"20120515","4116327","4036765",1,"N11","직송",192
"20120515","4116327","4142959",1,"N11","직송",192
"20120515","4143426","4169257",1,"N11","직송",83
"20120519","4027684","4038218",1,"N11","직송",360
"20120519","4027684","4115990",1,"N11","직송",180
"20120519","4066297","4149484",1,"N11","직송",256
"20120519","4116327","4126640",1,"N11","직송",192
"20120601","4142683","4021387",1,"N11","직송",2
"20120601","4153135","4037824",1,"N11","직송",2
"20120601","4156818","4103787",1,"N11","직송",2
"20120602","4024790","4048903",1,"N11","직송",480
"20120602","4027684","4038218",1,"N11","직송",360
"20120602","4046351","4090293",1,"N11","직송",100
"20120801","4015506","4037824",1,"N11","직송",70
"20120913","4116327","4038967",1,"N11","직송",192
"20120913","4160482","4014139",1,"N11","직송",14
"20120914","4024790","4149484",1,"N11","직송",256
"20120918","4142683","4163629",1,"N11","직송",18
"20120919","4042492","4117505",1,"N11","직송",256
"20120922","4016608","4151935",1,"N11","직송",10
"20120922","4116327","4002745",1,"N11","직송",192
"20120923","4156818","4103787",1,"N11","직송",10
"20120924","4013146","4103787",1,"N11","직송",1
"20121106","4024790","4163629",1,"N11","직송",192
"20121106","4116327","4153269",1,"N11","직송",192
"20121112","4116327","4117446",1,"N11","직송",384
"20121112","4137864","4138651",1,"N11","직송",10
"20121112","4152123","4094031",1,"N11","직송",106
"20121113","4024790","4019365",1,"N11","직송",288
"20130128","4058822","4152644",1,"N11","직송",28
"20130328","4024790","4081605",1,"N11","직송",192
"20130328","4116327","4066981",1,"N11","직송",192
"20130328","4116327","4142959",1,"N11","직송",192
"20130424","4024790","4105688",1,"N11","직송",288
"20130424","4116327","4142959",1,"N11","직송",192
"20130504","4066297","4138751",1,"N11","직송",192
"20130506","4042492","4065259",1,"N11","직송",192
"20130412","4116327","4035424",1,"N11","직송",192
"20130412","4116327","4130315",1,"N11","직송",256
"20110723","4027684","4024321",1,"N11","직송",180
"20110723","4027684","4098313",1,"N11","직송",180
"20110723","4116327","4023806",1,"N11","직송",256
"20110723","4116327","4082214",1,"N11","직송",128
"20110723","4116327","4118080",1,"N11","직송",128
"20110901","4116327","4039234",1,"N11","직송",192
"20110914","4024790","4081605",1,"N11","직송",200
"20110902","4081605","4148387",1,"N11","직송",10
"20110902","4088935","4069999",1,"N11","직송",192
"20110902","4094187","4075693",1,"N11","직송",30
"20110906","4027684","4063140",1,"N11","직송",180
"20110906","4045256","4039582",1,"N11","직송",40
"20110906","4066297","4008768",1,"N11","직송",200
"20110906","4066297","4088646",1,"N11","직송",200
"20110906","4091288","4115401",1,"N11","직송",8
"20111018","4024790","4124271",1,"N11","직송",288
"20111018","4066297","4002946",1,"N11","직송",256
"20111018","4116327","4089473",1,"N11","직송",180
"20111021","4027684","4111139",1,"N11","직송",180
"20111025","4088935","4138276",1,"N11","직송",256
"20111025","4066297","4008768",1,"N11","직송",192
"20111025","4066297","4103551",1,"N11","직송",204
"20111028","4116327","4039234",1,"N11","직송",192
"20111028","4116327","4117446",1,"N11","직송",192
"20111203","4027684","4109517",1,"N11","직송",180
"20111204","4161757","4039789",1,"N11","직송",100
"20111207","4142683","4159633",1,"N11","직송",18
"20111208","4024790","4048903",1,"N11","직송",440
"20111208","4050545","4078625",1,"N11","직송",20
"20111208","4078625","4050545",1,"N11","직송",10
"20111208","4116327","4039234",1,"N11","직송",384
"20111208","4116327","4117446",1,"N11","직송",192
"20111215","4066297","4021381",1,"N11","직송",256
"20111219","4066297","4132825",1,"N11","직송",200
"20111220","4116327","4113830",1,"N11","직송",384
"20111220","4116327","4151066",1,"N11","직송",192
"20111223","4066297","4053071",1,"N11","직송",256
"20120206","4016300","4171764",1,"N11","직송",65
"20120206","4024790","4048903",1,"N11","직송",704
"20120208","4066297","4021381",1,"N11","직송",256
"20120223","4099862","4008774",1,"N11","직송",2
"20120213","4116327","4117446",1,"N11","직송",192
"20120216","4066297","4149484",1,"N11","직송",192
"20120612","4024790","4179737",1,"N11","직송",256
"20120615","4116327","4142959",1,"N11","직송",192
"20120615","4142683","4021387",1,"N11","직송",2
"20120621","4008774","4099862",1,"N11","직송",6
"20120804","4021131","4161227",1,"N11","직송",200
"20120809","4016608","4132266",1,"N11","직송",1
"20120809","4024790","4069349",1,"N11","직송",256
"20120813","4016608","4138751",1,"N11","직송",10
"20120813","4024790","4137879",1,"N11","직송",192
"20121001","4069349","4067257",1,"N11","직송",1
"20121002","4066297","4029970",1,"N11","직송",192
"20121002","4066297","4111846",1,"N11","직송",192
"20121004","4024790","4065354",1,"N11","직송",288
"20121008","4116327","4161339",1,"N11","직송",256
"20121011","4144471","4151648",1,"N11","직송",10
"20130507","4024790","4019365",1,"N11","직송",288
"20130430","4027684","4038218",1,"N11","직송",180
"20130430","4042492","4138503",1,"N11","직송",180
"20130430","4042492","4166688",1,"N11","직송",192
"20130415","4024790","4041342",1,"N11","직송",256
"20130415","4116327","4151066",1,"N11","직송",192
"20130415","4066297","4138751",1,"N11","직송",192
"20130416","4042492","4021381",1,"N11","직송",192
"20130416","4066297","4057097",1,"N11","직송",256
"20130416","4116327","4100736",1,"N11","직송",100
"20130417","4027684","4100042",1,"N11","직송",180
"20130417","4042492","4153135",1,"N11","직송",192
"20130417","4116327","4035424",1,"N11","직송",192
"20130509","4024790","4124271",1,"N11","직송",256
"20110909","4003102","4090336",1,"L14","직송",48
"20110914","4027684","4050514",1,"N11","직송",180
"20110914","4116327","4142959",1,"N11","직송",160
"20110917","5082584","4050014",1,"N11","직송",240
"20111102","4024790","4090798",1,"N11","직송",204
"20111105","4027684","4038218",1,"N11","직송",180
"20111105","4116327","4114282",1,"N11","직송",192
"20111109","4084448","4109408",1,"N11","직송",107
"20111112","4116327","4113830",1,"N11","직송",192
"20111230","4088935","4058409",1,"N11","직송",256
"20120221","4027684","4002914",1,"N11","직송",180
"20120221","4027684","4021144",1,"N11","직송",180
"20120221","4027684","4024959",1,"N11","직송",180
"20120221","4030981","4090374",1,"N11","직송",20
"20120223","4116327","4097490",1,"N11","직송",192
"20120224","4027684","4021144",1,"N11","직송",180
"20120227","5082584","4050014",1,"N11","직송",240
"20120228","4027684","4058409",1,"N11","직송",360
"20120404","4116327","4108810",1,"N11","직송",192
"20120404","4142683","4054761",1,"N11","직송",16
"20120409","4024790","4126290",1,"N11","직송",200
"20120409","4066297","4034945",1,"N11","직송",192
"20120409","4116327","4039234",1,"N11","직송",384
"20120409","4116327","4066981",1,"N11","직송",192
"20120409","4116327","4117446",1,"N11","직송",192
"20120409","4129522","4125593",1,"N11","직송",30
"20120413","4027684","4038218",1,"N11","직송",540
"20120417","4024790","4085902",1,"N11","직송",256
"20120417","4027684","4100042",1,"N11","직송",180
"20120417","4042492","4117505",1,"N11","직송",256
"20120417","4116327","4015383",1,"N11","직송",192
"20120424","4027684","4016510",1,"N11","직송",540
"20120424","4116327","4039234",1,"N11","직송",192
"20120625","4024790","4048903",1,"N11","직송",240
"20120625","4042492","4117505",1,"N11","직송",256
"20120625","4088935","4115990",1,"N11","직송",256
"20120629","4024790","4048903",1,"N11","직송",646
"20120629","4030981","4090374",1,"N11","직송",40
"20120629","4066297","4149484",1,"N11","직송",200
"20120629","4116327","4066981",1,"N11","직송",352
"20120817","4042492","4065259",1,"N11","직송",192
"20120817","4094039","4127506",1,"N11","직송",2
"20120817","4116327","4147911",1,"N11","직송",192
"20120829","4148387","4166546",1,"N11","직송",30
"20120829","4158791","4099862",1,"N11","직송",1
"20120822","4116327","4038967",1,"N11","직송",192
"20120822","4116327","4097490",1,"N11","직송",192
"20120826","4156818","4103787",1,"N11","직송",41
"20120827","4024790","4024336",1,"N11","직송",192
"20121022","4066297","4057097",1,"N11","직송",204
"20121023","4027684","4055351",1,"N11","직송",180
"20130206","4116327","4166048",1,"N11","직송",384
"20130207","4042492","4117830",1,"N11","직송",192
"20130418","4024790","4097834",1,"N11","직송",256
"20130528","4116327","4117446",1,"N11","직송",192
"20130510","4024790","4075748",1,"N11","직송",288
"20130510","4024790","4114342",1,"N11","직송",192
"20130510","4116327","4163970",1,"N11","직송",192
"20130514","4027684","4016510",1,"N11","직송",180
"20130514","4116327","4100736",1,"N11","직송",200
"20130514","4116327","4182690",1,"N11","직송",192
"20130620","4024790","4019365",1,"N11","직송",256
"20130622","4024790","4129573",1,"N11","직송",256
"20130622","4080951","4141285",1,"N11","직송",64
"20110803","4024790","4010573",1,"N11","직송",288
"20110803","4027684","4016510",1,"N11","직송",180
"20110803","4066297","4116643",1,"N11","직송",200
"20110803","4066297","4149484",1,"N11","직송",256
"20110803","4067381","4143892",1,"N11","직송",3
"20110806","4024790","4106551",1,"N11","직송",256
"20110806","4066297","4069349",1,"N11","직송",256
"20110806","4116327","4066981",1,"N11","직송",576
"20110929","4027684","4016510",1,"N11","직송",180
"20110823","5082584","4050014",1,"N11","직송",211
"20110824","4027684","4016510",1,"N11","직송",180
"20111001","4066297","4082754",1,"N11","직송",200
"20111117","4116327","4066981",1,"N11","직송",192
"20111121","4116327","4039234",1,"N11","직송",192
"20111121","4116327","4119081",1,"N11","직송",192
"20111122","4027684","4068037",1,"N11","직송",150
"20111122","4066297","4021381",1,"N11","직송",192
"20111125","4027684","4090776",1,"N11","직송",180
"20111129","4027684","4092209",1,"N11","직송",180
"20111129","4027684","4128504",1,"N11","직송",180
"20111129","4116327","4113830",1,"N11","직송",192
"20120102","4042492","4117505",1,"N11","직송",256
"20120102","4066297","4081167",1,"N11","직송",256
"20120102","4116327","4033511",1,"N11","직송",192
"20120102","4116327","4113830",1,"N11","직송",192
"20120105","4144545","4032179",1,"N11","직송",48
"20120106","4005161","4129509",1,"N11","직송",256
"20120109","4066297","4091288",1,"N11","직송",192
"20120110","4027684","4065266",1,"N11","직송",180
"20120110","4088935","4051426",1,"N11","직송",256
"20120113","4042492","4117505",1,"N11","직송",256
"20120113","4078625","4162083",1,"N11","직송",9
"20120131","4116327","4002745",1,"N11","직송",192
"20120131","4116327","4016292",1,"N11","직송",192
"20120131","4116327","4142959",1,"N11","직송",352
"20120308","4027684","4138771",1,"N11","직송",180
"20120308","4042492","4095951",1,"N11","직송",256
"20120308","4042492","4117505",1,"N11","직송",256
"20120312","4116327","4066981",1,"N11","직송",384
"20120312","4066297","4085902",1,"N11","직송",192
"20120502","4024790","4163629",1,"N11","직송",384
"20120502","4116327","4117446",1,"N11","직송",768
"20120502","4142683","4163629",1,"N11","직송",16
"20130625","4116327","4119081",1,"N11","직송",192
"20170412","4116327","4038229",1,"N11","직송",100
"20170508","4116327","4060212",1,"N11","직송",256
"20170508","4116327","4153270",1,"N11","직송",192
"20170508","4116327","4207976",1,"N11","직송",256
"20170512","4116327","4044541",1,"N11","직송",256
"20170602","4116327","4226447",1,"N11","직송",288
"20170602","4116327","4263983",1,"N11","직송",160
"20170606","4024790","4171765",1,"N11","직송",60
"20170606","4024790","4225267",1,"N11","직송",192
"20170624","4024790","4024336",1,"N11","직송",288
"20170721","4024790","4153135",1,"N11","직송",288
"20170721","4116327","4078616",1,"N11","직송",256
"20170721","4116327","4130836",1,"N11","직송",192
"20170721","4141054","4286294",1,"N11","직송",128
"20170721","4142683","4147549",1,"N11","직송",16
"20170725","4116327","4037816",1,"N11","직송",256
"20170725","4116327","4118080",1,"N11","직송",192
"20170712","4024790","4295463",1,"N11","직송",288
"20170713","4024790","4204865",1,"N11","직송",288
"20170805","4024790","4199015",1,"N11","직송",288
"20170805","4116327","4054830",1,"N11","직송",256
"20161125","4116327","4058409",1,"N11","직송",256
"20170114","4116327","4100578",1,"N11","직송",256
"20170123","4024790","4047136",1,"N11","직송",192
"20170124","4024790","4114282",1,"N11","직송",256
"20170414","4024790","4098437",1,"N11","직송",192
"20170503","4116327","4005893",1,"N11","직송",192
"20170503","4116327","4130315",1,"N11","직송",256
"20170427","4116327","4278286",1,"N11","직송",120
"20170517","4116327","4188045",1,"N11","직송",160
"20170609","4116327","4017890",1,"N11","직송",256
"20170614","5082584","4024336",1,"N11","직송",160
"20170615","4024790","4255471",1,"N11","직송",288
"20170630","4024790","4111640",1,"N11","직송",288
"20170624","4116327","4060212",1,"N11","직송",192
"20170629","4024790","4072760",1,"N11","직송",256
"20170731","4013119","4287501",1,"N11","직송",256
"20170731","4024790","4106551",1,"N11","직송",288
"20170722","4116327","4072624",1,"N11","직송",192
"20170724","4082771","4227785",1,"N11","직송",256
"20170802","4024790","4024336",1,"N11","직송",576
"20170124","4116327","4156120",1,"N11","직송",256
