"날짜","출발지","도착지","일별이동횟수","유형","타입","수량"
"20170818","4116327","4026333",1,"N11","직송",256
"20170818","4116327","4276714",1,"N11","직송",192
"20170818","4024790","4198137",1,"N11","직송",288
"20170901","4082771","4115990",1,"N11","직송",180
"20170825","5259695","4292935",1,"N11","직송",100
"20170825","5278069","4199618",1,"N11","직송",192
"20170826","4116327","4017890",1,"N11","직송",256
"20170826","4116327","4044541",1,"N11","직송",256
"20170826","4116327","4060212",1,"N11","직송",256
"20170914","5285162","4100509",1,"N11","직송",240
"20170915","4024790","4043189",1,"N11","직송",256
"20170921","5036850","4002732",1,"N11","직송",240
"20170921","5054909","4053093",1,"N11","직송",93
"20170921","5081094","4017192",1,"N11","직송",192
"20170208","4024790","4114282",1,"N11","직송",256
"20170314","4024790","4276045",1,"N11","직송",192
"20170317","4116327","4097091",1,"N11","직송",256
"20170508","4024790","4138503",1,"N11","직송",192
"20170424","4003102","4099509",1,"L14","직송",24
"20170530","4024790","4203675",1,"N11","직송",30
"20170510","4116327","4078616",1,"N11","직송",256
"20170510","4116327","4201052",1,"N11","직송",192
"20170719","4024790","4183792",1,"N11","직송",256
"20170726","4116327","4130836",1,"N11","직송",192
"20170825","4024790","4010573",1,"N11","직송",256
"20170819","4024790","4295463",1,"N11","직송",576
"20170826","4024790","4106551",1,"N11","직송",288
"20170921","5117562","4176933",1,"N11","직송",180
"20170915","4082771","4247538",1,"N11","직송",160
"20170915","4210963","4066443",1,"N11","직송",252
"20170915","5011164","4179258",1,"N11","직송",120
"20170915","5016527","4037816",1,"N11","직송",200
"20170921","5164706","4268644",1,"N11","직송",50
"20170921","5186306","4176929",1,"N11","직송",192
"20170822","4116327","4017890",1,"N11","직송",256
"20170125","4116327","4065678",1,"N11","직송",192
"20170125","4116327","4097091",1,"N11","직송",256
"20170221","4024790","4100578",1,"N11","직송",288
"20170222","4024790","4010383",1,"N11","직송",192
"20170306","4024790","4117505",1,"N11","직송",288
"20170227","4142683","4147549",1,"N11","직송",16
"20170227","4158934","4158878",1,"L14","직송",24
"20170323","4116327","4057047",1,"N11","직송",256
"20170428","4142683","4147549",1,"N11","직송",18
"20170614","4024790","4090056",1,"N11","직송",192
"20170706","4116327","4017890",1,"N11","직송",256
"20170803","4116327","4005164",1,"N11","직송",256
"20170803","4116327","4082399",1,"N11","직송",192
"20170901","4116327","4016413",1,"N11","직송",256
"20170901","4116327","4017890",1,"N11","직송",256
"20170821","4024790","4024336",1,"N11","직송",576
"20170821","4116327","4010553",1,"N11","직송",192
"20170821","4116327","4190160",1,"N11","직송",256
"20170821","4024790","4088707",1,"N11","직송",192
"20170828","4082771","4244239",1,"N11","직송",224
"20170828","4116327","4032167",1,"N11","직송",192
"20170828","4116327","4190160",1,"N11","직송",256
"20170828","4116327","4199028",1,"N11","직송",256
"20170822","5059216","4231963",1,"N11","직송",50
"20170917","4116327","4055335",1,"N11","직송",256
"20170918","4024790","4010573",1,"N11","직송",256
"20170905","4116327","4183793",1,"N11","직송",384
"20161228","4116327","4174590",1,"N11","직송",192
"20170427","4024790","4081167",1,"N11","직송",288
"20170522","4116327","4026973",1,"N11","직송",256
"20170525","4069352","4185026",1,"N11","직송",71
"20170608","5186674","4127737",1,"N11","직송",218
"20170609","4024790","4081167",1,"N11","직송",288
"20170621","4024790","4024336",1,"N11","직송",288
"20170621","4024790","4081167",1,"N11","직송",288
"20170612","4024790","4024336",1,"N11","직송",544
"20170705","4116327","4035424",1,"N11","직송",256
"20170623","4116327","4026333",1,"N11","직송",192
"20170623","4116327","4219880",1,"N11","직송",192
"20170809","5186306","4100509",1,"N11","직송",256
"20170918","4082771","4086236",1,"N11","직송",192
"20170912","4116327","4017890",1,"N11","직송",256
"20170919","4024790","4016104",1,"N11","직송",192
"20170919","4073564","4190100",1,"N11","직송",224
"20170919","4082771","4273208",1,"N11","직송",256
"20170906","4116327","4053952",1,"N11","직송",192
"20170912","5186306","4100509",1,"N11","직송",256
"20170919","5176451","4026352",1,"N11","직송",2
"20170919","5178931","4026352",1,"N11","직송",2
"20170919","5183651","4026352",1,"N11","직송",1
"20170919","5223179","4026352",1,"N11","직송",1
"20170919","5234142","4026352",1,"N11","직송",1
"20170919","5254883","4035424",1,"N11","직송",264
"20170920","4038191","4165488",1,"N11","직송",144
"20170920","4066297","4162734",1,"N11","직송",192
"20170920","4066870","4282446",1,"N11","직송",95
"20170920","4082771","4199028",1,"N11","직송",144
"20170920","4082771","4288961",1,"N11","직송",144
"20170907","4013119","4097091",1,"N11","직송",256
"20170907","4024790","4060212",1,"N11","직송",288
"20170907","4082771","4108994",1,"N11","직송",192
"20170907","4082771","4191031",1,"N11","직송",256
"20170907","4116327","4005164",1,"N11","직송",192
"20170907","4116327","4077364",1,"N11","직송",256
"20170907","4116327","4196884",1,"N11","직송",192
"20170914","4013119","4097091",1,"N11","직송",256
"20170920","5043933","4054499",1,"N11","직송",138
"20170920","5083997","4233759",1,"N11","직송",200
"20170907","5098491","4173510",1,"N11","직송",19
"20170920","5258060","4073561",1,"N11","직송",28
"20170921","4024790","4169776",1,"N11","직송",256
"20170922","4170480","4086236",1,"N11","직송",224
"20170922","4220026","4224062",1,"N11","직송",240
"20170922","5082419","4009608",1,"N11","직송",268
"20170922","5083997","4021144",1,"N11","직송",100
"20170208","4116327","4220489",1,"N11","직송",160
"20170616","4116327","4159477",1,"N11","직송",160
"20170627","4024790","4139455",1,"N11","직송",256
"20170629","4116327","4078616",1,"N11","직송",256
"20170629","4116327","4118565",1,"N11","직송",192
"20170811","4116327","4037816",1,"N11","직송",256
"20170811","4116327","4118565",1,"N11","직송",192
"20170811","4116327","4138014",1,"N11","직송",256
"20170811","4116327","4272254",1,"N11","직송",192
"20170913","4116327","4117576",1,"N11","직송",192
"20170913","4116327","4131694",1,"N11","직송",192
"20170920","4013119","4138276",1,"N11","직송",192
"20170920","4268667","4081595",1,"N11","직송",96
"20170901","5175949","4041880",1,"N11","직송",120
"20170914","4082771","4181914",1,"N11","직송",192
"20170914","4116327","4017904",1,"N11","직송",192
"20170914","4116327","4204050",1,"N11","직송",144
"20170907","4024790","4213916",1,"N11","직송",288
"20170922","5109476","4014139",1,"N11","직송",64
"20170922","5155708","4220134",1,"N11","직송",50
"20170922","5158894","4161414",1,"N11","직송",2
"20170922","5209376","4226451",1,"N11","직송",70
"20170923","4024790","4010573",1,"N11","직송",256
"20171010","4082771","4083656",1,"N11","직송",100
"20161202","4116327","4183793",1,"N11","직송",192
"20161216","4116327","4165381",1,"N11","직송",192
"20161226","4116327","4163551",1,"N11","직송",192
"20170215","4024790","4056322",1,"N11","직송",256
"20170316","4024790","4081167",1,"N11","직송",288
"20170405","4042492","4155627",1,"N11","직송",192
"20140423","4066297","4046351",1,"N11","직송",192
"20140702","4066297","4137879",1,"N11","직송",192
"20140619","4024790","4045252",1,"N11","직송",288
"20140825","4024790","4038177",1,"N11","직송",256
"20140818","4066297","4067257",1,"N11","직송",192
"20140818","4116327","4100736",1,"N11","직송",140
"20140818","4116327","4201327",1,"N11","직송",192
"20140811","4116327","4152344",1,"N11","직송",255
"20140811","4129259","4129259",1,"N12","직송",192
"20140902","4024790","4152322",1,"N11","직송",256
"20140925","4024790","4050064",1,"N11","직송",256
"20130521","4066297","4029970",1,"N11","직송",192
"20130521","4116327","4184842",1,"N11","직송",192
"20130525","4116327","4142959",1,"N11","직송",192
"20130716","4116327","4100736",1,"N11","직송",240
"20130720","4066297","4008937",1,"N11","직송",192
"20131102","4142683","4114342",1,"N11","직송",18
"20131102","4142683","4117104",1,"N11","직송",16
"20131104","4023086","4124544",1,"N11","직송",54
"20140219","4066297","4057097",1,"N11","직송",256
"20140417","4024790","4019365",1,"N11","직송",288
"20140410","4116327","4099752",1,"N11","직송",192
"20140605","4104821","4153135",1,"N11","직송",192
"20140619","4024790","4097834",1,"N11","직송",256
"20140707","4201327","4174590",1,"N11","직송",10
"20140710","4024790","4094187",1,"N11","직송",256
"20140712","4142683","4005671",1,"N11","직송",0
"20140712","4142683","4183882",1,"N11","직송",18
"20140717","4075668","4045252",1,"N11","직송",14
"20140722","4069349","4153135",1,"N11","직송",116
"20140722","4116327","4107443",1,"N11","직송",256
"20140722","4116327","4162123",1,"N11","직송",256
"20140715","4189182","4097414",1,"N11","직송",10
"20140820","4066297","4137879",1,"N11","직송",256
"20140820","4116327","4053961",1,"N11","직송",288
"20140820","4116327","4089335",1,"N11","직송",256
"20140820","4142683","4147549",1,"N11","직송",16
"20140814","4066297","4177719",1,"N11","직송",192
"20140814","4116327","4010559",1,"N11","직송",256
"20140913","4142683","4183882",1,"N11","직송",16
"20141024","4142683","4163628",1,"N11","직송",18
"20141025","4116327","4103787",1,"N11","직송",192
"20141111","4024790","4043963",1,"N11","직송",256
"20141111","4024790","4189005",1,"N11","직송",288
"20130725","4024790","4117830",1,"N11","직송",256
"20130725","4116327","4100736",1,"N11","직송",100
"20130730","4024790","4002865",1,"N11","직송",256
"20130730","4078625","4094176",1,"N11","직송",200
"20130730","4116327","4165381",1,"N11","직송",192
"20130905","4024790","4067381",1,"N11","직송",256
"20130905","4024790","4143892",1,"N11","직송",256
"20130805","4116327","4089473",1,"N11","직송",384
"20130910","4024790","4064942",1,"N11","직송",256
"20130910","4024790","4143892",1,"N11","직송",256
"20130910","4042492","4090570",1,"N11","직송",192
"20130910","4066297","4105229",1,"N11","직송",192
"20130910","4066297","4138751",1,"N11","직송",192
"20131115","4024790","4074448",1,"N11","직송",256
"20131115","4024790","4152322",1,"N11","직송",256
"20131115","4142683","4147549",1,"N11","직송",18
"20131115","5082584","4024336",1,"N11","직송",240
"20140107","4116327","4113830",1,"N11","직송",256
"20140111","4024790","4152322",1,"N11","직송",256
"20140127","4066297","4057097",1,"N11","직송",384
"20140116","4024790","4155752",1,"N11","직송",256
"20140325","4191497","4191497",1,"N11","직송",36
"20140315","4189182","4129522",1,"N11","직송",9
"20140316","4104821","4067662",1,"N11","직송",10
"20140316","4156818","4147938",1,"N11","직송",8
"20140611","4116327","4062377",1,"N11","직송",192
"20140611","4142683","4166324",1,"N11","직송",0
"20140418","4116327","4190160",1,"N11","직송",256
"20140621","4116327","4066443",1,"N11","직송",256
"20140725","4066297","4069349",1,"N11","직송",192
"20140725","4066297","4152913",1,"N11","직송",192
"20140715","4142683","4166324",1,"N11","직송",18
"20140716","4024790","4008937",1,"N11","직송",256
"20140716","4116327","4066005",1,"N11","직송",192
"20140922","4142683","4147549",1,"N11","직송",12
"20141027","4116327","4100736",1,"N11","직송",200
"20130606","4078625","4094176",1,"N11","직송",300
"20130626","4024790","4049462",1,"N11","직송",256
"20130611","4116327","4117446",1,"N11","직송",192
"20130612","4116327","4138265",1,"N11","직송",192
"20130806","4024790","4162296",1,"N11","직송",192
"20130806","4116327","4098629",1,"N11","직송",256
"20131004","4066297","4057097",1,"N11","직송",192
"20140121","4104821","4037246",1,"N11","직송",34
"20140121","4116327","4015383",1,"N11","직송",256
"20140304","4116327","4117446",1,"N11","직송",288
"20140304","4156818","4147938",1,"N11","직송",8
"20140215","4116327","4142959",1,"N11","직송",256
"20140215","4160104","4137899",1,"N11","직송",23
"20140331","4024790","4056050",1,"N11","직송",256
"20140514","4024790","4065239",1,"N11","직송",256
"20140514","4066297","4042231",1,"N11","직송",155
"20140514","4116327","4153269",1,"N11","직송",256
"20140514","4142683","4154400",1,"N11","직송",0
"20140519","4189182","4113975",1,"N11","직송",10
"20140526","4066297","4029970",1,"N11","직송",192
"20140701","4066297","4091288",1,"N11","직송",256
"20140801","4024790","4065354",1,"N11","직송",256
"20140801","4066297","4069349",1,"N11","직송",256
"20140816","4066297","4141465",1,"N11","직송",192
"20140813","4116327","4190160",1,"N11","직송",256
"20140905","4189182","4163333",1,"N11","직송",10
"20141202","4024790","4012259",1,"N11","직송",256
"20141210","4116327","4032167",1,"N11","직송",192
"20130708","4024790","4129573",1,"N11","직송",256
"20130702","4024790","4056322",1,"N11","직송",512
"20130702","4042492","4151295",1,"N11","직송",192
"20130702","4116327","4169838",1,"N11","직송",160
"20130822","4042492","4117830",1,"N11","직송",192
"20130822","4116327","4015383",1,"N11","직송",288
"20130822","4116327","4089473",1,"N11","직송",384
"20130822","4116327","4190160",1,"N11","직송",192
"20130822","4142683","4147967",1,"N11","직송",16
"20130827","4024790","4137879",1,"N11","직송",256
"20130830","4116327","4089473",1,"N11","직송",384
"20130830","4116327","4100736",1,"N11","직송",140
"20131010","4024790","4147842",1,"N11","직송",192
"20131010","4116327","4117446",1,"N11","직송",512
"20131018","4138751","4153453",1,"N11","직송",10
"20131204","5082584","4024336",1,"N11","직송",225
"20131205","4024790","4081605",1,"N11","직송",192
"20131219","4024790","4056322",1,"N11","직송",256
"20131219","4024790","4128537",1,"N11","직송",192
"20131224","4024790","4152322",1,"N11","직송",256
"20131228","4116327","4165381",1,"N11","직송",192
"20140207","4024790","4019365",1,"N11","직송",256
"20140225","4024790","4090404",1,"N11","직송",256
"20140225","4024790","4097834",1,"N11","직송",256
"20140402","4024790","4120820",1,"N11","직송",256
"20140402","4142683","4147549",1,"N11","직송",12
"20140419","4116327","4100736",1,"N11","직송",200
"20140421","4024790","4152322",1,"N11","직송",288
"20140424","4116327","4100736",1,"N11","직송",280
"20140424","4116327","4184524",1,"N11","직송",192
"20140429","4066297","4005321",1,"N11","직송",192
"20140429","4116327","4042232",1,"N11","직송",256
"20140805","4189182","4183793",1,"N11","직송",12
"20140812","4189182","4142730",1,"N11","직송",20
"20140821","4116327","4066005",1,"N11","직송",384
"20140902","4066297","4069349",1,"N11","직송",192
"20141202","4142683","4126361",1,"N11","직송",0
"20141202","4218597","4049112",1,"N11","직송",24
"20141203","4024790","4153175",1,"N11","직송",256
"20141211","4189182","4107805",1,"N11","직송",9
"20130703","4024790","4081605",1,"N11","직송",192
"20130712","4066297","4081167",1,"N11","직송",256
"20131029","4024790","4081605",1,"N11","직송",192
"20131029","4116327","4100736",1,"N11","직송",200
"20131209","4142683","4126361",1,"N11","직송",18
"20140228","4142683","4126361",1,"N11","직송",16
"20140228","5082584","4024336",1,"N11","직송",240
"20140407","4116327","4100736",1,"N11","직송",100
"20140417","4116327","4111640",1,"N11","직송",120
"20140410","4116327","4138771",1,"N11","직송",256
"20140411","4095951","4095951",1,"P11","직송",512
"20140317","4116327","4117446",1,"N11","직송",768
"20140603","4066297","4008937",1,"N11","직송",192
"20140708","4116327","4147961",1,"N11","직송",192
"20140809","4066297","4121135",1,"N11","직송",100
"20140827","4116327","4066005",1,"N11","직송",192
"20140827","4127790","4100436",1,"N11","직송",4
"20141211","4142683","4218122",1,"N11","직송",16
"20130726","4024790","4117454",1,"N11","직송",256
"20130903","4024790","4056322",1,"N11","직송",256
"20130906","4116327","4117446",1,"N11","직송",480
"20130915","4137899","4160104",1,"N11","직송",24
"20131112","4024790","4056322",1,"N11","직송",256
"20131112","4066297","4049140",1,"N11","직송",192
"20131112","4066297","4106215",1,"N11","직송",192
"20131112","4116327","4119081",1,"N11","직송",256
"20131121","4044611","4037246",1,"N11","직송",3
"20131121","4116327","4100736",1,"N11","직송",240
"20131121","4116327","4113830",1,"N11","직송",256
"20140103","4024790","4105688",1,"N11","직송",256
"20140103","4116327","4142959",1,"N11","직송",288
"20140113","5082584","4024336",1,"N11","직송",240
"20140117","4066297","4167398",1,"N11","직송",192
"20140313","4066297","4008768",1,"N11","직송",192
"20140313","4116327","4100736",1,"N11","직송",200
"20140317","5082584","4024336",1,"N11","직송",222
"20140318","4066297","4132266",1,"N11","직송",192
"20140321","4066297","4057097",1,"N11","직송",256
"20140321","4066297","4121135",1,"N11","직송",100
"20140502","4024790","4021387",1,"N11","직송",192
"20140502","4024790","4024490",1,"N11","직송",256
"20140505","4066297","4046351",1,"N11","직송",192
"20140508","4142683","4117104",1,"N11","직송",18
"20140510","4024790","4152322",1,"N11","직송",256
"20140523","4116327","4100333",1,"N11","직송",192
"20140521","4066297","4056322",1,"N11","직송",192
"20140521","4116327","4100736",1,"N11","직송",100
"20140620","4066297","4114342",1,"N11","직송",192
"20140623","4066297","4044611",1,"N11","직송",192
"20140625","4024790","4117798",1,"N11","직송",256
"20140627","4116327","4057111",1,"N11","직송",576
"20140828","4024790","4152322",1,"N11","직송",288
"20140828","4066297","4008768",1,"N11","직송",192
"20140828","4066297","4148213",1,"N11","직송",192
"20140829","4024790","4091281",1,"N11","직송",256
"20140823","4014384","4177719",1,"N11","직송",10
"20140911","4024790","4179353",1,"N11","직송",256
"20140904","4174590","4089279",1,"N11","직송",10
"20141127","4142683","4117104",1,"N11","직송",0
"20141127","4189182","4184134",1,"N11","직송",10
"20141112","4116327","4021372",1,"N11","직송",192
"20130607","4066297","4057097",1,"N11","직송",256
"20130607","4116327","4190100",1,"N11","직송",192
"20130923","4024790","4052277",1,"N11","직송",192
"20130923","4024790","4112318",1,"N11","직송",192
"20130807","4116327","4100736",1,"N11","직송",240
"20130812","4116327","4100736",1,"N11","직송",200
"20130816","4116327","4100736",1,"N11","직송",200
"20131005","4116327","4138751",1,"N11","직송",192
"20131005","4116327","4163970",1,"N11","직송",288
"20140122","4116327","4138771",1,"N11","직송",192
"20140128","4116327","4190100",1,"N11","직송",288
"20140128","4137899","4160104",1,"N11","직송",19
"20140202","4189531","4151217",1,"N11","직송",2
"20140529","4024790","4045252",1,"N11","직송",256
"20140529","4024790","4075058",1,"N11","직송",256
"20140529","4116327","4002745",1,"N11","직송",192
"20140529","4116327","4100736",1,"N11","직송",220
"20140630","4024790","4105688",1,"N11","직송",256
"20140922","4024790","4019365",1,"N11","직송",256
"20141105","4066297","4056322",1,"N11","직송",192
"20141114","5016388","4177490",1,"N11","직송",2
"20141106","4142683","4117104",1,"N11","직송",16
"20141011","4116327","4016292",1,"N11","직송",192
"20141011","4142683","4163628",1,"N11","직송",0
"20130627","4024790","4065354",1,"N11","직송",288
"20130627","4116327","4100736",1,"N11","직송",240
"20130630","5082584","4024336",1,"N11","직송",218
"20130701","4066297","4151935",1,"N11","직송",100
"20130831","4066297","4056882",1,"N11","직송",192
"20131011","4023086","4023829",1,"N11","직송",10
"20131011","4024790","4088733",1,"N11","직송",192
"20131015","4116327","4151395",1,"N11","직송",108
"20131205","4116327","4089473",1,"N11","직송",192
"20131205","4116327","4100736",1,"N11","직송",200
"20131219","4116327","4190160",1,"N11","직송",192
"20131220","4024790","4081605",1,"N11","직송",192
"20140205","4116327","4089473",1,"N11","직송",192
"20140205","4116327","4117446",1,"N11","직송",256
"20140209","4141709","4090570",1,"N11","직송",27
"20140213","4024790","4097834",1,"N11","직송",288
"20140422","4024790","4147130",1,"N11","직송",192
"20140430","4024790","4050064",1,"N11","직송",256
"20140705","4142683","4147549",1,"N11","직송",12
"20140703","4116327","4042232",1,"N11","직송",256
"20140807","4066297","4082754",1,"N11","직송",512
"20140804","4066297","4143892",1,"N11","직송",256
"20140806","4024790","4176972",1,"N11","직송",768
"20140813","4066297","4167398",1,"N11","직송",192
"20141028","4094031","4033757",1,"N11","직송",12
"20141029","4024790","4188271",1,"N11","직송",100
"20141030","4024790","4210778",1,"N11","직송",256
"20141030","4142683","4117104",1,"N11","직송",0
"20141030","4142683","4147549",1,"N11","직송",12
"20130523","4066297","4021381",1,"N11","직송",256
"20130704","4024790","4042190",1,"N11","직송",256
"20130704","4042492","4153135",1,"N11","직송",192
"20130709","4042492","4048071",1,"N11","직송",192
"20130709","4116327","4117446",1,"N11","직송",288
"20130713","4024790","4081605",1,"N11","직송",192
"20130713","4024790","4097834",1,"N11","직송",256
"20130715","4024790","4019365",1,"N11","직송",256
"20130901","4016608","4046588",1,"N11","직송",12
"20131101","4078625","4094176",1,"N11","직송",3
"20130802","4005868","4110752",1,"N11","직송",10
"20130802","4042492","4065259",1,"N11","직송",192
"20130802","4116327","4117446",1,"N11","직송",1056
"20130802","4132266","4032179",1,"N11","직송",7
"20140220","4142683","4126361",1,"N11","직송",18
"20140221","4116327","4117446",1,"N11","직송",256
"20140226","4024790","4152322",1,"N11","직송",256
"20140308","5082584","4024336",1,"N11","직송",240
"20140313","4156818","4103787",1,"N11","직송",4
"20140604","4116327","4184524",1,"N11","직송",192
"20140711","4066297","4081605",1,"N11","직송",192
"20140714","4116327","4015383",1,"N11","직송",256
"20140721","4066297","4195630",1,"N11","직송",256
"20140830","4024790","4152322",1,"N11","직송",256
"20140830","4066297","4067381",1,"N11","직송",192
"20140830","4066297","4071814",1,"N11","직송",100
"20140830","4116327","4120808",1,"N11","직송",192
"20140830","4189182","4199003",1,"N11","직송",9
"20140830","4206283","4198349",1,"N11","직송",6
"20140915","4024790","4019365",1,"N11","직송",256
"20140929","4116327","4071613",1,"N11","직송",192
"20141014","4116327","4100736",1,"N11","직송",100
"20141006","4116327","4174888",1,"N11","직송",256
"20141006","4189182","4147961",1,"N11","직송",4
"20130723","4066297","4081605",1,"N11","직송",256
"20130723","4116327","4100736",1,"N11","직송",140
"20130727","4024790","4176972",1,"N11","직송",512
"20130906","4189182","4091622",1,"N11","직송",12
"20130906","5082584","4024336",1,"N11","직송",240
"20130907","4142683","4005671",1,"N11","직송",18
"20130912","4066297","4121135",1,"N11","직송",192
"20130926","4024790","4054964",1,"N11","직송",192
"20130926","4189182","4044843",1,"N11","직송",10
"20131001","4008774","4099862",1,"N11","직송",30
"20131107","5082584","4024336",1,"N11","직송",240
"20131108","4066297","4023812",1,"N11","직송",100
"20131113","4024790","4114073",1,"N11","직송",256
"20131118","4189182","4143802",1,"N11","직송",32
"20131122","4116327","4117446",1,"N11","직송",256
"20131122","4024790","4152322",1,"N11","직송",288
"20131123","4024790","4056322",1,"N11","직송",256
"20140104","4142683","4183882",1,"N11","직송",17
"20140106","4024790","4091014",1,"N11","직송",256
"20140109","4024790","4065998",1,"N11","직송",288
"20140109","4089335","4074323",1,"N11","직송",24
"20140114","4142683","4147549",1,"N11","직송",12
"20140120","4066297","4008768",1,"N11","직송",192
"20140302","4156818","4147938",1,"N11","직송",8
"20140203","4024790","4094196",1,"N11","직송",256
"20140310","4116327","4100736",1,"N11","직송",200
"20140314","4024790","4019365",1,"N11","직송",256
"20140515","4024790","4075748",1,"N11","직송",256
"20140616","4024790","4045252",1,"N11","직송",256
"20140620","4116327","4016292",1,"N11","직송",192
"20140620","4116327","4107683",1,"N11","직송",256
"20140620","4132530","4093340",1,"N11","직송",4
"20140726","4024790","4169776",1,"N11","직송",256
"20140729","4116327","4113830",1,"N11","직송",224
"20140731","4024790","4164483",1,"N11","직송",256
"20140731","4024790","4176972",1,"N11","직송",256
"20140911","4116327","4100736",1,"N11","직송",200
"20141004","4142683","4147968",1,"N11","직송",18
"20141017","4189182","4184525",1,"N11","직송",10
"20141017","4189182","4201327",1,"N11","직송",12
"20141018","4152123","4010383",1,"N11","직송",36
"20141023","4116327","4100736",1,"N11","직송",200
"20141023","4142683","4147549",1,"N11","직송",10
"20141023","4189182","4129522",1,"N11","직송",7
"20130608","4116327","4138751",1,"N11","직송",160
"20130610","4066297","4080951",1,"N11","직송",192
"20130803","4008937","4053071",1,"N11","직송",10
"20130803","4116327","4138751",1,"N11","직송",192
"20130820","4116327","4142959",1,"N11","직송",256
"20130808","4066297","4114342",1,"N11","직송",192
"20130808","4094176","4050545",1,"N11","직송",385
"20130808","4116327","4015383",1,"N11","직송",256
"20130813","4024790","4065354",1,"N11","직송",288
"20130817","4142683","4115287",1,"N11","직송",16
"20131002","4024790","4056322",1,"N11","직송",512
"20131007","4116327","4119081",1,"N11","직송",192
"20131007","4116327","4130836",1,"N11","직송",192
"20140124","4116327","4037816",1,"N11","직송",256
"20131210","5154666","4033757",1,"N11","직송",28
"20131211","4024790","4051728",1,"N11","직송",256
"20140203","4116327","4142959",1,"N11","직송",288
"20140327","4066297","4127790",1,"N11","직송",100
"20140515","4116327","4146267",1,"N11","직송",256
"20140517","4116327","4100736",1,"N11","직송",140
"20140517","4142683","4005671",1,"N11","직송",0
"20140520","4066297","4056322",1,"N11","직송",192
"20140527","4116327","4176419",1,"N11","직송",192
"20140920","4118599","4037246",1,"N11","직송",8
"20141008","4116327","4142959",1,"N11","직송",256
"20141024","4016608","4151935",1,"N11","직송",7
"20141126","4024790","4132936",1,"N11","직송",256
"20130628","4116327","4100736",1,"N11","직송",240
"20130629","4024790","4097834",1,"N11","직송",256
"20130629","4024790","4109651",1,"N11","직송",288
"20130701","4100437","4158791",1,"N11","직송",4
"20130701","4116327","4117446",1,"N11","직송",672
"20130828","4142683","4166324",1,"N11","직송",18
"20130829","4024790","4033757",1,"N11","직송",200
"20130829","4024790","4082754",1,"N11","직송",200
"20131012","4024790","4147842",1,"N11","직송",192
"20131016","4116327","4147769",1,"N11","직송",256
"20131016","4116327","4190160",1,"N11","직송",192
"20131016","4142683","4147549",1,"N11","직송",16
"20131021","4177719","4143802",1,"N11","직송",10
"20131203","4024790","4026551",1,"N11","직송",256
"20131203","4024790","4163331",1,"N11","직송",256
"20131220","4116327","4089473",1,"N11","직송",384
"20131231","4080951","4183769",1,"N11","직송",25
"20140206","4024790","4117454",1,"N11","직송",256
"20140210","4116327","4053690",1,"N11","직송",100
"20140210","4116327","4100736",1,"N11","직송",140
"20140404","4066297","4081605",1,"N11","직송",192
"20140422","4066297","4114342",1,"N11","직송",192
"20140422","4116327","4055335",1,"N11","직송",256
"20140426","5082584","4024336",1,"N11","직송",224
"20140430","4189182","4054542",1,"N11","직송",10
"20141001","4066297","4121135",1,"N11","직송",100
"20140903","4066297","4147968",1,"N11","직송",192
"20140918","4142683","4147967",1,"N11","직송",18
"20140919","4116327","4053952",1,"N11","직송",192
"20141208","4024790","4099620",1,"N11","직송",256
"20141126","4189182","4128742",1,"N11","직송",4
"20141124","5016388","4030989",1,"N11","직송",1
"20141113","4116327","4119081",1,"N11","직송",192
"20141113","4119917","4073431",1,"N11","직송",12
"20141113","4159821","4073431",1,"N11","직송",10
"20130524","4024790","4081605",1,"N11","직송",192
"20130705","4066297","4121135",1,"N11","직송",100
"20130705","4090570","4089327",1,"N11","직송",10
"20130705","4116327","4100736",1,"N11","직송",240
"20130705","4116327","4142959",1,"N11","직송",288
"20130710","4116327","4100736",1,"N11","직송",140
"20130719","4066297","4088733",1,"N11","직송",256
"20130719","4116327","4163970",1,"N11","직송",256
"20140416","4116327","4100736",1,"N11","직송",100
"20140409","4148515","4037246",1,"N11","직송",8
"20140414","4066297","4098578",1,"N11","직송",192
"20140414","4116327","4100736",1,"N11","직송",200
"20140414","4116327","4117446",1,"N11","직송",256
"20140602","4066297","4056322",1,"N11","직송",192
"20140602","4082752","4039789",1,"N11","직송",160
"20140607","4116327","4189202",1,"N11","직송",192
"20140707","4066297","4141285",1,"N11","직송",100
"20140709","4024790","4210778",1,"N11","직송",256
"20140709","4116327","4100736",1,"N11","직송",140
"20140722","4024790","4144791",1,"N11","직송",256
"20140724","4066297","4049140",1,"N11","직송",192
"20141101","4142683","4163628",1,"N11","직송",18
"20141103","4024790","4047737",1,"N11","직송",256
"20141120","4142683","4163628",1,"N11","직송",18
"20141115","4024790","4062384",1,"N11","직송",288
"20141115","4116327","4100736",1,"N11","직송",100
"20141122","4116327","4100736",1,"N11","직송",140
"20130601","4116327","4190100",1,"N11","직송",288
"20130724","4024790","4094196",1,"N11","직송",256
"20130724","4042492","4138649",1,"N11","직송",192
"20130724","4142683","4021387",1,"N11","직송",2
"20130728","4116327","4100736",1,"N11","직송",200
"20130904","4094176","4050545",1,"N11","직송",1
"20130904","4116327","4089473",1,"N11","직송",192
"20130909","4024790","4056882",1,"N11","직송",256
"20130909","4024790","4069897",1,"N11","직송",192
"20130909","4116327","4060212",1,"N11","직송",288
"20130808","4189182","4054542",1,"N11","직송",10
"20130913","4024790","4088934",1,"N11","직송",256
"20130913","4024790","4137879",1,"N11","직송",256
